dataset,seed,truth_expression,compiled_expression,feature_precision,feature_recall,feature_f1,operator_accuracy,exact_program,depth_error,coefficient_error
program-202608592,4,"multiply(x2, multiply(x2, x3))","(1 * multiply(x2, multiply(x2, x3)) + -3.4575264e-17)",1.0,1.0,1.0,1.0,True,0.0,7.007090787456938e-16
program-202608593,0,"subtract(add(x2, safe_divide(x0, x2)), x1)","(1 * subtract(add(x2, safe_divide(x0, x2)), x1) + 4.3722308e-17)",1.0,1.0,1.0,1.0,True,0.0,2.657669131959998e-16
program-202608593,1,"subtract(add(x2, safe_divide(x0, x2)), x1)","(1 * subtract(add(x2, safe_divide(x0, x2)), x1) + 4.3722308e-17)",1.0,1.0,1.0,1.0,True,0.0,2.657669131959998e-16
program-202608593,2,"subtract(add(x2, safe_divide(x0, x2)), x1)","(1 * subtract(add(x2, safe_divide(x0, x2)), x1) + 4.3722308e-17)",1.0,1.0,1.0,1.0,True,0.0,2.657669131959998e-16
program-202608593,3,"subtract(add(x2, safe_divide(x0, x2)), x1)","(1 * subtract(add(x2, safe_divide(x0, x2)), x1) + 4.3722308e-17)",1.0,1.0,1.0,1.0,True,0.0,2.657669131959998e-16
program-202608593,4,"subtract(add(x2, safe_divide(x0, x2)), x1)","(1 * subtract(add(x2, safe_divide(x0, x2)), x1) + 4.3722308e-17)",1.0,1.0,1.0,1.0,True,0.0,2.657669131959998e-16
program-202608594,0,"subtract(square(x2), x0)","(1 * subtract(multiply(x2, x2), x0) + -3.3367369e-17)",1.0,1.0,1.0,0.5,False,0.0,3.336736930140811e-17
program-202608594,1,"subtract(square(x2), x0)","(1 * subtract(multiply(x2, x2), x0) + -3.3367369e-17)",1.0,1.0,1.0,0.5,False,0.0,3.336736930140811e-17
program-202608594,2,"subtract(square(x2), x0)","(1 * subtract(multiply(x2, x2), x0) + -3.3367369e-17)",1.0,1.0,1.0,0.5,False,0.0,3.336736930140811e-17
program-202608594,3,"subtract(square(x2), x0)","(1 * subtract(multiply(x2, x2), x0) + -3.3367369e-17)",1.0,1.0,1.0,0.5,False,0.0,3.336736930140811e-17
program-202608594,4,"subtract(square(x2), x0)","(1 * subtract(multiply(x2, x2), x0) + -3.3367369e-17)",1.0,1.0,1.0,0.5,False,0.0,3.336736930140811e-17
program-202608595,0,"subtract(add(x1, square(x0)), x3)","(1 * subtract(add(x1, square(x0)), x3) + 2.9539968e-17)",1.0,1.0,1.0,1.0,True,0.0,2.5158457254411163e-16
program-202608595,1,"subtract(add(x1, square(x0)), x3)","(1 * subtract(add(x1, square(x0)), x3) + 2.9539968e-17)",1.0,1.0,1.0,1.0,True,0.0,2.5158457254411163e-16
program-202608595,2,"subtract(add(x1, square(x0)), x3)","(1 * subtract(add(x1, square(x0)), x3) + 2.9539968e-17)",1.0,1.0,1.0,1.0,True,0.0,2.5158457254411163e-16
program-202608595,3,"subtract(add(x1, square(x0)), x3)","(1 * subtract(add(x1, square(x0)), x3) + 2.9539968e-17)",1.0,1.0,1.0,1.0,True,0.0,2.5158457254411163e-16
program-202608595,4,"subtract(add(x1, square(x0)), x3)","(1 * subtract(add(x1, square(x0)), x3) + 2.9539968e-17)",1.0,1.0,1.0,1.0,True,0.0,2.5158457254411163e-16
program-202608596,0,"safe_divide(x1, x2)","(1 * safe_divide(x1, x2) + 2.1177733e-18)",1.0,1.0,1.0,1.0,True,0.0,2.241623781961986e-16
program-202608596,1,"safe_divide(x1, x2)","(1 * safe_divide(x1, x2) + 2.1177733e-18)",1.0,1.0,1.0,1.0,True,0.0,2.241623781961986e-16
program-202608596,2,"safe_divide(x1, x2)","(1 * safe_divide(x1, x2) + 2.1177733e-18)",1.0,1.0,1.0,1.0,True,0.0,2.241623781961986e-16
program-202608596,3,"safe_divide(x1, x2)","(1 * safe_divide(x1, x2) + 2.1177733e-18)",1.0,1.0,1.0,1.0,True,0.0,2.241623781961986e-16
program-202608596,4,"safe_divide(x1, x2)","(1 * safe_divide(x1, x2) + 2.1177733e-18)",1.0,1.0,1.0,1.0,True,0.0,2.241623781961986e-16
program-202608597,0,"subtract(x1, x0)","(-1 * subtract(x0, x1) + 8.9275056e-18)",1.0,1.0,1.0,1.0,False,0.0,2.000000000000001
program-202608597,1,"subtract(x1, x0)","(-1 * subtract(x0, x1) + 8.9275056e-18)",1.0,1.0,1.0,1.0,False,0.0,2.000000000000001
program-202608597,2,"subtract(x1, x0)","(-1 * subtract(x0, x1) + 8.9275056e-18)",1.0,1.0,1.0,1.0,False,0.0,2.000000000000001
program-202608597,3,"subtract(x1, x0)","(-1 * subtract(x0, x1) + 8.9275056e-18)",1.0,1.0,1.0,1.0,False,0.0,2.000000000000001
program-202608597,4,"subtract(x1, x0)","(-1 * subtract(x0, x1) + 8.9275056e-18)",1.0,1.0,1.0,1.0,False,0.0,2.000000000000001
program-202608598,0,"subtract(x2, x1)","(-1 * subtract(x1, x2) + 8.4917047e-18)",1.0,1.0,1.0,1.0,False,0.0,2.0
program-202608598,1,"subtract(x2, x1)","(-1 * subtract(x1, x2) + 8.4917047e-18)",1.0,1.0,1.0,1.0,False,0.0,2.0
program-202608598,2,"subtract(x2, x1)","(-1 * subtract(x1, x2) + 8.4917047e-18)",1.0,1.0,1.0,1.0,False,0.0,2.0
program-202608598,3,"subtract(x2, x1)","(-1 * subtract(x1, x2) + 8.4917047e-18)",1.0,1.0,1.0,1.0,False,0.0,2.0
program-202608598,4,"subtract(x2, x1)","(-1 * subtract(x1, x2) + 8.4917047e-18)",1.0,1.0,1.0,1.0,False,0.0,2.0
program-202608599,0,"multiply(x0, x3)","(1 * multiply(x0, x3) + 1.6023354e-17)",1.0,1.0,1.0,1.0,True,0.0,4.601125637800168e-16
program-202608599,1,"multiply(x0, x3)","(1 * multiply(x0, x3) + 1.6023354e-17)",1.0,1.0,1.0,1.0,True,0.0,4.601125637800168e-16
program-202608599,2,"multiply(x0, x3)","(1 * multiply(x0, x3) + 1.6023354e-17)",1.0,1.0,1.0,1.0,True,0.0,4.601125637800168e-16
program-202608599,3,"multiply(x0, x3)","(1 * multiply(x0, x3) + 1.6023354e-17)",1.0,1.0,1.0,1.0,True,0.0,4.601125637800168e-16
program-202608599,4,"multiply(x0, x3)","(1 * multiply(x0, x3) + 1.6023354e-17)",1.0,1.0,1.0,1.0,True,0.0,4.601125637800168e-16
